x;f;L_3;Lopt_3;N_3;Nopt_3;S1_3;S2_3;S3_3;L_5;Lopt_5;N_5;Nopt_5;S1_5;S2_5;S3_5;L_10;Lopt_10;N_10;Nopt_10;S1_10;S2_10;S3_10;L_20;Lopt_20;N_20;Nopt_20;S1_20;S2_20;S3_20;L_50;Lopt_50;N_50;Nopt_50;S1_50;S2_50;S3_50;L_100;Lopt_100;N_100;Nopt_100;S1_100;S2_100;S3_100
-0.4;-0.16000000000000003;-0.15963999573146806;-0.15991933578268505;-0.15963999573146798;-0.15991933578268502;-0.2009225089093577;-0.15888388297938427;-0.16009111964240816;-0.1600295156683733;-0.16003631086757528;-0.16002951566837342;-0.16003631086757528;-0.20000000000000007;-0.16046654728063897;-0.15989863777782912;-0.16000000000000023;-0.1599999856422898;-0.16000000000000011;-0.15999998564229956;-0.16000000000000003;-0.16;-0.1600000000000001;-0.16000000000473935;-0.16000000018611663;-0.16;-0.15999999999999928;-0.16000000000000003;-0.16000000000000003;-0.15999999999999925;-0.12126694650591535;-0.2826707176103521;-0.16000000000000017;-0.15999999999999895;-0.16000000000000003;-0.16000000000000003;-0.15999999945051968;171732049440318560;16370950758.339584;-7.193915656112429;7990756.240817148;-0.16000000000000014;-0.16000000000000006;-0.75
-0.38;-0.13439966665333278;-0.13414677370847963;-0.13441228228159455;-0.13414677370847958;-0.13441228228159452;-0.16397538421934887;-0.13356744479666804;-0.13446978713357488;-0.13442813174779086;-0.13443221944908434;-0.1344281317477909;-0.13443221944908437;-0.17396653279145496;-0.13482841459928746;-0.13429217019445078;-0.13439966586459529;-0.13439965326478012;-0.13439966586459512;-0.1343996532647888;-0.137966532791455;-0.1344352591817732;-0.13446944514286086;-0.13439966665622866;-0.1343996668923006;-0.13439966665333278;-0.1343996666533319;-0.13599165832489224;-0.13439448190117967;-0.12904167932451438;-0.1280517953364226;-0.2490986340259511;-0.1343996666533328;-0.13439966665333206;-0.13479866645329885;-0.1344016917431321;-720.1025870856829;7137560992728443;1686871896.12965;-1.3434655308387538;4037801.374346466;-0.1343996666533328;-0.13439966665333275;1.5
-0.36;-0.10959733290659755;-0.109452618957824;-0.10970470769520399;-0.10945261895782393;-0.10970470769520395;-0.12702825952933994;-0.10909177913255128;-0.10964120595163412;-0.10962414489899666;-0.10962553888545246;-0.10962414489899669;-0.10962553888545246;-0.14793306558290992;-0.10998095097232324;-0.10948615494624656;-0.10959733149929067;-0.1095973212441962;-0.10959733149929048;-0.10959732124420335;-0.11593306558290989;-0.10965524583236455;-0.10974795835661036;-0.10959733290834213;-0.10959733314769513;-0.10959733290659757;-0.1095973329065966;-0.11198331664978445;-0.10958755201421563;-0.0987205539834557;-0.10892355629152652;-0.10125912705830044;-0.10959733290659764;-0.10959733290659697;-0.10959733290659762;-0.10959733290659757;-0.10959733324125409;-31353015441893.297;145833945.00250804;-0.23622037931486628;1995070.540315005;-0.10959733290659757;-0.10959733290659757;-6
-0.33999999999999997;-0.08559099675881923;-0.0855548433118491;-0.08579396478690005;-0.08555484331184904;-0.08579396478690002;-0.09008113483933111;-0.085456885987034;-0.08560296162325988;-0.08561561267040066;-0.08561433991630155;-0.08561561267040067;-0.08561433991630155;-0.12189959837436481;-0.08592415639974621;-0.08547901712394691;-0.08559099493437752;-0.08559098747482957;-0.08559099493437732;-0.08559098747483496;-0.09389959837436479;-0.08565995995177408;-0.08582356308538153;-0.08559099675988298;-0.08559099695585119;-0.08559099675881926;-0.08559099675881841;-0.08797497497467666;-0.08557921033910784;-0.07187441814258388;-0.08566913988768497;0.020043543002656167;-0.08559099675881937;-0.08559099675881884;-0.08598799295554144;-0.08558897086788564;2686.872264286503;-43824252933833.42;9290050.821971988;-0.09193344228654375;963531.309435879;-0.0855909967588192;-0.08559099675881922;-16
-0.31999999999999995;-0.06237865300448536;-0.06245075860290299;-0.06267740632006935;-0.06245075860290294;-0.06267740632006932;-0.07075167417476241;-0.06264144196569195;-0.06235269014024025;-0.062400595197135346;-0.06239669577930274;-0.06240059519713536;-0.06239669577930272;-0.09586613116581971;-0.06265803088155641;-0.06226918181828251;-0.06237865097614346;-0.06237864661541345;-0.06237865097614328;-0.06237864661541692;-0.07186613116581975;-0.06244940154000175;-0.0626842827733072;-0.062378653005165985;-0.0623786531237433;-0.06237865300448534;-0.06237865300448481;-0.06396663329956886;-0.06236945687585632;-0.051341065967663635;-0.062446053451394104;0.022517787516894854;-0.062378653004485446;-0.0623786530044851;-0.06237865300448536;-0.06237865300448542;-0.0623786486685276;-5424582461591.183;179767.83190638633;-0.061165590246173525;454388.2272779905;-0.06237865300448536;-0.06237865300448536;64
-0.30000000000000004;-0.03995829162446125;-0.040137676663333885;-0.04035238505809873;-0.04013767666333383;-0.040352385058098704;-0.060231045522913834;-0.04057614603664618;-0.03988861415131594;-0.039977152558994866;-0.039970679535484714;-0.039977152558994866;-0.039970679535484686;-0.06983266395727478;-0.04018257441775394;-0.039855074119984034;-0.0399582895994036;-0.03995828848799775;-0.03995828959940341;-0.03995828848799929;-0.04983266395727476;-0.040023570597047725;-0.04031814086452046;-0.039958291624928845;-0.03995829164952831;-0.039958291624461226;-0.03995829162446102;-0.03995829162446124;-0.03995829162446121;-0.03995829162445941;-0.039971378883502294;-0.05699969923982331;-0.0399582916244613;-0.039958291624461045;-0.0403532745865941;-0.039960315907667646;-10027.903192006052;-454815288007.3098;-61054.01811973639;-0.039398087349445436;208938.5374715657;-0.03995829162446124;-0.03995829162446127;-128
-0.28;-0.01832789616870273;-0.018612909325489452;-0.01881625376437453;-0.018612909325489414;-0.018816253764374513;-0.0497104168710652;-0.01925566735129043;-0.018209334793583724;-0.018343342138373245;-0.01833436139454173;-0.01834334213837324;-0.01833436139454169;-0.04379919674872973;-0.018497787008338568;-0.018235119119781856;-0.018327894332723298;-0.01832789646922238;-0.01832789433272315;-0.018327896469222046;-0.027799196748729715;-0.01838246712291175;-0.018713160803153932;-0.018327896169041735;-0.018327896101683092;-0.018327896168702715;-0.018327896168702874;-0.01989969888247889;-0.018337076159691032;-0.03832420483656218;-0.018331352357904077;-0.10871660626260163;-0.018327896168702805;-0.01832789616870257;-0.01832789616870273;-0.018327896168702743;-0.01832791045308113;-29811037186.051765;-12264.90380817262;-0.01817749900447315;93525.95765555494;-0.01832789616870273;-0.018327896168702687;256
-0.26;0.0025145578720027068;0.0021262315782820747;0.0019336347977164411;0.002126231578282114;0.0019336347977164572;-0.039189788219216565;0.0013199940903751567;0.002686540487719917;0.0025027840217959167;0.0025141939598570945;0.0025027840217959436;0.002514193959857136;-0.017765729540184627;0.0023963313466895536;0.002592258091593264;0.002514559366681273;0.002514554129163714;0.0025145593666813953;0.002514554129165772;-0.0057657295401846165;0.0024739088824060895;0.0021426339666593373;0.002514557871757964;0.002514558012603391;0.00251455787200275;0.0025145578720022744;0.0001588938595034617;0.0025028279436852124;-0.038078177558884096;0.002509791043775637;-0.06541797468072458;0.0025145578720026053;0.0025145578720028525;0.0021216042696848847;0.002516584580510295;37424.497594073415;-1577786741.6287942;-1510.4875801975418;0.0025450585207110943;40684.35566756735;0.0025145578720027206;0.002514557872002693;-2048
-0.24;0.022571104708072567;0.022082434215632676;0.021899927864787547;0.022082434215632715;0.02189992786478756;-0.028669159567367958;0.021150838288350585;0.022800404247358706;0.022563181860101145;0.022576930044759847;0.02256318186010118;0.02257693004475989;0.00826773766836042;0.022499780647330478;0.02262863242341079;0.022571105751414456;0.02257109769370578;0.022571105751414557;0.022571097693709335;0.016267737668360427;0.02254555741890575;0.02226122000078645;0.02257110470791014;0.022571104892072393;0.022571104708072602;0.02257110470807191;0.02021748660148584;0.022561420685667577;-0.02861989730415848;0.022571421555966885;0.040132083739364145;0.02257110470807249;0.022571104708072696;0.022571104708072554;0.022571104708072554;0.022571086883544922;-67227675.04927652;-143.6338495819768;0.022574446529460106;17164.698309531115;0.022571104708072554;0.022571104708072588;2048
-0.21999999999999997;0.04184378990978548;0.041258386754214345;0.04108527267345212;0.04125838675421438;0.04108527267345213;-0.01814853091551931;0.04023686524263591;0.04213364904009635;0.04183981793871407;0.04185580125262316;0.041839817938714115;0.04185580125262321;0.03430120487690552;0.04181256089358418;0.04187557878494007;0.04184379043881899;0.04184377995974281;0.04184379043881907;0.04184377995974758;0.038301204876905526;0.04183247848658725;0.0416545738550945;0.041843789909697636;0.04184379010158332;0.04184378990978551;0.04184378990978475;0.04027607934346822;0.04183870206625605;0.0006509484148651268;0.04184676758904905;0.119561252606627;0.04184378990978541;0.0418437899097856;0.04145288839676159;0.0418417664607855;-139670.07524062693;-2241180.0361163835;-11.122688421945572;0.0418429588037158;7000.667273749323;0.04184378990978549;0.04184378990978546;8192
-0.19999999999999996;0.0603346720854506;0.05965677736167905;0.05949231646032349;0.05965677736167908;0.05949231646032351;-0.0076279022636706745;0.05857807495323106;0.06068766742069651;0.06033467208545063;0.06035277552600376;0.06033467208545067;0.06035277552600382;0.06033467208545057;0.06033467208545065;0.06033467208545053;0.06033467208545053;0.06033465968219224;0.060334672085450604;0.06033465968219793;0.0603346720854506;0.0603346720854506;0.060334672085450604;0.060334672085424756;0.06033467225062005;0.06033467208545061;0.06033467208544996;0.06033467208545057;0.06033467208545062;0.06033467208545207;0.060334732055591145;0.11864811169724182;0.06033467208545052;0.060334672085450736;0.0603346720854506;0.0603346720854506;0.06033475697040558;-54466.13759402546;-0.6690432319713057;0.06033397156508299;2741.177159539496;0.0603346720854506;0.06033467208545061;98304
-0.18000000000000005;0.07804582458204049;0.07728029420567865;0.07712370646201495;0.0772802942056787;0.07712370646201495;0.0028927263881779047;0.07617446742013598;0.07846385194392283;0.07804974003583201;0.07806983703224987;0.07804974003583207;0.07806983703224994;0.07078475096165918;0.07807761386070014;0.07800784267096814;0.07804582408425194;0.07804581032982293;0.07804582408425197;0.07804581032982914;0.07457220842777271;0.07805727259769155;0.07830565984586796;0.07804582458205753;0.07804582469314382;0.07804582458204047;0.07804582458204004;0.07649478128001944;0.07805094539516239;0.15267300876519752;0.07804414314137961;0.06364116508185097;0.07804582458204044;0.07804582458204055;0.07765700464837791;0.07804785214723475;521256.05130398273;-776.3599419714461;0.039134155728796624;0.07804554334568092;1014.7083250115923;0.07804582458204049;0.07804582458204049;98304
-0.16000000000000003;0.09497933721130529;0.09413162545386534;0.09398208991514001;0.09413162545386539;0.09398208991514002;0.01341335504002654;0.09302604264335085;0.09546359516453914;0.09498703607514633;0.09500898883819311;0.0949870360751464;0.09500898883819318;0.08123482983786783;0.09505288585710338;0.09489844263454557;0.09497933628761078;0.09497932180623976;0.09497933628761084;0.09497932180624624;0.08880974477009493;0.0950054144055062;0.09554035668294521;0.0949793372113426;0.09497933725205088;0.0949793372113053;0.0949793372113052;0.09265489047458836;0.0949891366473028;0.24647338379306172;0.09497934110252274;0.027718705901758123;0.09497933721130525;0.09497933721130544;0.0949793372113053;0.09497933721130528;0.0949791967868805;1.9062921223675144;0.09257267562635176;0.09497925328857476;343.128925646426;0.0949793372113053;0.09497933721130528;-393216
-0.14;0.11113731800446006;0.11021345927389099;0.11007011405631192;0.11021345927389099;0.11007011405631192;0.023933983691875174;0.10913280062287559;0.11168828963730909;0.11114859568050908;0.11117225558483944;0.11114859568050917;0.11117225558483951;0.09168490871407646;0.11126048807466016;0.11101017950599193;0.11113731675952562;0.11113730220082733;0.11113731675952568;0.11113730220083373;0.10304728111241714;0.11117909750889442;0.11200375074142686;0.11113731800449661;0.11113731797167412;0.11113731800446004;0.11113731800446032;0.10881499966915727;0.11114924584187169;0.3021846450783383;0.1111384176238296;0.05835029536004728;0.11113731800446003;0.11113731800446017;0.11075061610496534;0.11113529544074215;-1945353.6648114324;0.5031911951389468;0.11320284194644202;0.11113729601450453;97.37955625128144;0.11113731800446006;0.11113731800446003;-1572864
-0.12;0.1265218949986254;0.1255284838334075;0.12539042612214404;0.12552848383340756;0.12539042612214404;0.034454612343723795;0.12449474135871014;0.12713932791699636;0.1265364781629247;0.126561686162061;0.1265364781629248;0.1265616861620611;0.10213498759028511;0.12670042051337058;0.1263467608151164;0.126521893560163;0.12652187957293662;0.12652189356016308;0.12652187957294264;0.11728481745473934;0.12657832190785626;0.12766083016605762;0.12652189499864647;0.12652189490190263;0.1265218949986254;0.126521894998626;0.12497510886372618;0.12653127297886912;0.2802556405303187;0.12652189508592104;0.1362493765385371;0.1265218949986254;0.12652189499862548;0.12652189499862537;0.1265218949986254;0.12652239203453064;0.13554554495544394;0.1253006118757483;0.1265218880280446;16.633675423856694;0.1265218949986254;0.1265218949986254;6815744
-0.09999999999999998;0.1411352180582951;0.14007938730006694;0.1399456733492497;0.14007938730006697;0.1399456733492497;0.04497524099557244;0.13911186485085458;0.14181810255836466;0.1411527693093477;0.14117935638328766;0.1411527693093478;0.14117935638328774;0.11258506646649376;0.14137268317323456;0.14091189409172816;0.1411352165661429;0.1411352037726384;0.14113521656614292;0.14113520377264382;0.13152235379706156;0.14120308760239167;0.14247658310158207;0.1411352180582946;0.14113521791756717;0.14113521805829513;0.141135218058296;0.1411352180582951;0.1411352180582951;0.1411352180582961;0.14113444780000914;0.19954395203634973;0.14113521805829513;0.14113521805829524;0.1407506778669182;0.141137246543825;7260159.2716726065;0.14126219392028846;0.13880588359077584;0.1411352148112133;-4.493081915840488;0.1411352180582951;0.14113521805829513;22020096
-0.07999999999999996;0.154979460735211;0.1538688578415213;0.15373850297424224;0.1538688578415213;0.15373850297424224;0.05549586964742107;0.15298417109930887;0.15572600611617762;0.1549995840247436;0.15502737166019837;0.1549995840247437;0.15502737166019845;0.1230351453427024;0.1552772760542521;0.15470928686563637;0.15497945932996454;0.15497944830142305;0.1549794593299646;0.1549794483014275;0.14575989013938376;0.15505339459250067;0.15641599769274486;0.15497946073519173;0.15497946057677814;0.15497946073521104;0.15497946073521204;0.1534501815483706;0.15497013399682238;-0.12353306625367022;0.1549794607363548;0.2043515801315879;0.15497946073521096;0.15497946073521116;0.154979460735211;0.154979460735211;0.15498024225234985;0.15498017011857598;0.15903873904243337;0.15497945915477396;-6.876559131892012;0.154979460735211;0.15497946073521096;-4194304
-0.06000000000000005;0.16805682217014267;0.16689958362542234;0.16677156223373502;0.16689958362542237;0.16677156223373502;0.06601649829926964;0.16611166010407294;0.16886443114519895;0.16807906897415031;0.1681078696774127;0.16807906897415043;0.16810786967741279;0.13348522421891099;0.16841419915642314;0.1677426466666502;0.16805682098206595;0.16805681221629062;0.16805682098206598;0.1680568122162941;0.1599974264817059;0.1681292428781832;0.1694440620842906;0.1680568221701136;0.1680568220219114;0.1680568221701427;0.16805682217014364;0.16576514503844603;0.16804507371112368;-0.3973268236224744;0.16805740914226602;0.1633660966506194;0.1680568221701427;0.16805682217014287;0.16767449488770472;0.16805480056869734;-27095282.578142226;0.16805682522899865;0.1670476422426125;0.16805682158363128;-5.046665071857912;0.16805682217014267;0.16805682217014267;-29360128
-0.040000000000000036;0.18036952904019848;0.17917425281942229;0.17904749836434136;0.1791742528194223;0.17904749836434136;0.07653712695111828;0.17849433186514693;0.18123477020019246;0.18039340522473932;0.1804230230671827;0.18039340522473943;0.18042302306718278;0.14393530309511962;0.18078345247974784;0.18001568102457893;0.1803695281791046;0.18036952208075782;0.18036952817910462;0.18036952208076018;0.1742349628240281;0.18043063245943936;0.1815257644209641;0.18036952904017092;0.18036952892693958;0.1803695290401985;0.1803695290401993;0.17808010852852152;0.1803600372011992;-0.5326289570902518;0.1803695290401986;0.12964563070570503;0.1803695290401985;0.18036952904019862;0.18036952904019848;0.18036952904019846;0.18036936223506927;0.1803695290552133;0.17640737424671954;0.18036952888987964;-3.2773967960255987;0.18036952904019848;0.18036952904019846;-4194304
-0.020000000000000018;0.1919198375554329;0.190695553591173;0.19056895860267467;0.19069555359117302;0.19056895860267467;0.08705775560296691;0.1901321863825308;0.19283841583592173;0.19194481088787643;0.19197504208408372;0.19194481088787654;0.1919750420840838;0.15438538197132828;0.19238503602422613;0.19153209746923172;0.1919198371021585;0.19191983396640142;0.19191983710215854;0.19191983396640253;0.18847249916635028;0.19195756333626915;0.1926260928475099;0.19191983755541664;0.19191983749481673;0.19191983755543296;0.1919198375554334;0.190395072018597;0.19191502446704878;-0.3818223696991321;0.19191935081220327;0.14503129506434595;0.19191983755543293;0.19191983755543307;0.1915397822744355;0.1919218670525712;101120972.04617855;0.19191983755545083;0.19684811546505823;0.19191983747740798;-2.348328661092777;0.1919198375554329;0.1919198375554329;4194304
0;0.2027100355086725;0.20146617410832646;0.2013385901853483;0.20146617410832648;0.2013385901853483;0.09757838425481555;0.2010252236562245;0.2036767606071505;0.20273554376118336;0.20276617727970658;0.20273554376118347;0.20276617727970667;0.16483546084753692;0.20321894978985797;0.20229560353041767;0.2027100355086725;0.20271003550867248;0.20271003550867253;0.20271003550867242;0.2027100355086725;0.2027100355086725;0.20271003550867261;0.2027100355086725;0.2027100355086725;0.20271003550867253;0.20271003550867261;0.2027100355086725;0.2027100355086725;0.20271003550875288;0.2027100355086725;0.20271003550867234;0.20271003550867253;0.20271003550867267;0.2027100355086725;0.2027100355086725;0.20270672729764477;0.2027100355086725;0.2027100355086725;0.20271003538095989;-2.0727833271284;0.2027100355086725;0.2027100355086725;-587202559.8080802
0.020000000000000018;0.21274244438264542;0.21148880253853466;0.21135904034897554;0.2114888025385347;0.21135904034897554;0.10809901290666418;0.21117344368622806;0.21375119706864246;0.2127679039705986;0.2127987221773487;0.21276790397059872;0.21279872217734877;0.17528553972374555;0.2132851937766434;0.21230990673794603;0.21274244484211544;0.21274244802084705;0.21274244484211546;0.21274244802084588;0.20937265691876758;0.21270501618785315;0.2117719711619384;0.2127424443826607;0.2127424444406546;0.21274244438264545;0.21274244438264517;0.21123641265114526;0.21274732928077567;1.2521652290823615;0.21274288362846425;0.25675146664041865;0.21274244438264547;0.2127424443826456;0.21236472851367832;0.2127404238501582;-377388604.45810413;0.2127424443826454;0.20706951358603184;0.2127424442092401;-1.7881383773797617;0.21274244438264542;0.21274244438264542;-5200936960
0.040000000000000036;0.22201942151868415;0.22076612704944953;0.22063295633016977;0.22076612704944956;0.22063295633016977;0.11861964155851282;0.22057684647254147;0.2230631177751613;0.22204423661243886;0.22207501594670584;0.22204423661243897;0.22207501594670592;0.18573561859995422;0.22258376798458243;0.22157871462162593;0.22201942240348008;0.2220194286701315;0.2220194224034801;0.22201942867012925;0.21603527832886266;0.2219594725850148;0.21992384101575999;0.22201942151870843;0.22201942162240557;0.22201942151868417;0.22201942151868356;0.21976278979361802;0.22202916473806364;2.332059675935575;0.22201942151868415;0.2666988273008731;0.22201942151868417;0.22201942151868434;0.22201942151868415;0.22201942151868415;0.22198748588562012;0.22201942151868437;0.2272910088132995;0.2220194211942463;0.019696204761672855;0.22201942151868415;0.22201942151868415;68719476736
0.06000000000000005;0.2305433623514653;0.22930083580872307;0.22916298536554425;0.2293008358087231;0.22916298536554425;0.12914027021036145;0.22923543201516475;0.23161391528147074;0.23056693439545972;0.23059744607856336;0.23056693439545983;0.23059744607856345;0.19618569747616285;0.231114672413675;0.23010573471126658;0.23054336358893587;0.23054337272011263;0.2305433635889359;0.2305433727201095;0.22269789973895776;0.2304734047001574;0.22730697689133125;0.23054336235148934;0.23054336248135726;0.23054336235146536;0.23054336235146458;0.2282891669360908;0.2305555418805364;2.8914897145732046;0.23054293106518853;0.2344198953896272;0.23054336235146536;0.23054336235146547;0.2301680621165746;0.2305453929836524;1408433447.059536;0.23054336235148024;0.23210965743349946;0.2305433612291089;6.203097061518481;0.2305433623514653;0.2305433623514653;-60129542144
0.08000000000000007;0.238316702714465;0.23709561698400722;0.23695177469171247;0.23709561698400727;0.23695177469171247;0.1396608988622101;0.23714920031409786;0.23940498214233444;0.23833844028291729;0.238368451059488;0.2383384402829174;0.23836845105948806;0.2066357763523715;0.23887790706392115;0.23789467453667718;0.23831670419815262;0.23831671584394368;0.23831670419815262;0.2383167158439399;0.22936052114905284;0.238246812533281;0.23406271060984635;0.23831670271447983;0.23831670284728762;0.23831670271446506;0.2383167027144642;0.23681554407856356;0.23832646070819397;2.3795516835001393;0.23831670271446567;0.20004959222510088;0.23831670271446503;0.2383167027144652;0.238316702714465;0.23831670271446503;0.23778533935546875;0.2383167027143705;0.23084243222329132;0.23831669866190416;20.95558616366052;0.238316702714465;0.238316702714465;-962072674304
0.10000000000000009;0.24534192122103632;0.24415315874295407;0.24400197154528766;0.24415315874295407;0.24400197154528766;0.15018152751405872;0.24431815136934082;0.24643771091251612;0.24536125013462917;0.24539052304651926;0.24536125013462928;0.24539052304651934;0.21708585522858015;0.2458734719353209;0.24494924162766687;0.24534192281803696;0.2453419365128763;0.24534192281803696;0.245341936512872;0.2360231425591479;0.2452796960843856;0.24033237399249924;0.24534192122103615;0.24534192133388777;0.24534192122103637;0.24534192122103554;0.24534192122103632;0.24534192122103632;0.24534192122127152;0.24534238192911148;0.20290590525102367;0.2453419212210364;0.24534192122103649;0.2449691222203652;0.24533990189928254;-5256345182.400635;0.24534192121737217;0.25058799647141194;0.2453419084219271;48.48363556935333;0.24534192122103632;0.2453419212210363;1099511627776
0.1200000000000001;0.25162154172626544;0.2504761492532154;0.25031622316288327;0.2504761492532154;0.25031622316288327;0.16070215616590736;0.2507422851808937;0.25271349414677946;0.2516379153490354;0.25166621054186084;0.2516379153490355;0.25166621054186095;0.22753593410478878;0.25210136702787417;0.2512731435140449;0.25162154328687925;0.25162155846499984;0.25162154328687925;0.2516215584649952;0.24268576396924302;0.25157205535347116;0.24625729886048403;0.2516215417262501;0.2516215418004392;0.25162154172626555;0.2516215417262651;0.25014078689875374;0.25161187944092755;-3.6275572556771607;0.25162154172628304;0.24500119783264396;0.2516215417262656;0.2516215417262657;0.25162154172626544;0.25162154172626544;0.2530517578125;0.25162154169781376;0.2551900516803065;0.25162150555271995;88.39471073035325;0.25162154172626544;0.2516215417262655;-74766790688768
0.1399999999999999;0.25715813587503056;0.2560672766824432;0.25589717678111246;0.2560672766824433;0.25589717678111246;0.17122278481775588;0.2564216017487563;0.2582337243998881;0.25717104550526004;0.2571981210675724;0.25717104550526015;0.2571981210675725;0.2379860129809973;0.25756159234158105;0.2568700877256202;0.25715813724418357;0.25715815325932656;0.25715813724418357;0.2571581532593219;0.249348385379338;0.2571238903405377;0.25197881703499475;0.25715813587500524;0.2571581358990678;0.25715813587503056;0.2571581358750306;0.25493965257647105;0.25714629138973183;-7.617619618281822;0.2571576004215089;0.29078414157035926;0.2571581358750306;0.2571581358750308;0.2567879337341211;0.257160167804226;19616947284.012207;0.2571581354990153;0.24770678771335453;0.25715804089950406;123.19794239544507;0.25715813587503056;0.25715813587503067;598134325510144
0.15999999999999992;0.2619543257419768;0.26092922919828965;0.2607474796365888;0.2609292291982897;0.2607474796365888;0.1817434134696045;0.2613561010729288;0.26299979422660585;0.26196331100517173;0.2619889238402607;0.26196331100517184;0.2619889238402608;0.24843609185720594;0.2622541478764416;0.26174378179220237;0.2619543267717621;0.26195434292066827;0.2619543267717621;0.2619543429206638;0.2560110067894331;0.2619352010455852;0.25763826033722553;0.26195432574195054;0.26195432571342997;0.2619543257419769;0.2619543257419772;0.2597385182541885;0.26194515706744925;-9.668832959598575;0.2619543257422052;0.30201804655833786;0.26195432574197697;0.26195432574197713;0.2619543257419768;0.2619543257419768;0.251953125;0.2619543225433863;0.2670373320868346;0.26195408791095615;88.13000955348954;0.2619543257419768;0.2619543257419768;-985162418487296
0.17999999999999994;0.26601278656943167;0.2650646949684066;0.2648697789659255;0.2650646949684066;0.2648697789659255;0.19226404212145315;0.2655457831534112;0.26701309618169633;0.2660174457154455;0.26604135244577154;0.2660174457154456;0.2660413524457717;0.2588861707334146;0.2661790336324556;0.26589793324360034;0.2660127871320071;0.26601280268108646;0.26601278713200704;0.26601280268108235;0.26267362819952816;0.26600598746861376;0.26337696058837035;0.2660127865694143;0.2660127864950719;0.2660127865694318;0.26601278656943234;0.26453738393190585;0.2660084764740797;-7.725185072633025;0.26601346389493613;0.2740264963151824;0.26601278656943167;0.2660127865694319;0.26564528767580003;0.2660107686427113;-73211443952.1289;0.2660127863626506;0.2719661535741373;0.26601221392236934;-195.47281820900508;0.26601278656943167;0.26601278656943167;2251799813685248
0.19999999999999996;0.26933624960962327;0.268476362160446;0.26826672200573604;0.26847636216044607;0.26826672200573604;0.20278467077330176;0.2689906479902035;0.2702750228199233;0.26933624960962327;0.26935820751388095;0.2693362496096234;0.269358207513881;0.2693362496096232;0.2693362496096232;0.2693362496096233;0.2693362496096233;0.26933626382407505;0.2693362496096233;0.26933626382407155;0.26933624960962327;0.26933624960962327;0.2693362496096233;0.2693362496096224;0.2693362495040724;0.2693362496096233;0.26933624960962427;0.26933624960962327;0.26933624960962327;0.2693362496092959;0.2693362496114177;0.2390772677701675;0.26933624960962355;0.2693362496096236;0.26933624960962327;0.26933624960962327;0.3125;0.26933659103944146;0.25738232513590303;0.2693349556760276;-1156.079957900994;0.26933624960962327;0.26933624960962327;-18014398509481984
0.21999999999999997;0.2719275050779242;0.27116691894205985;0.2709409559926335;0.2711669189420599;0.2709409559926335;0.21330529942515042;0.2716906955833056;0.27278696669605035;0.2719225914101754;0.27194235939298667;0.27192259141017555;0.2719423593929867;0.26518456162133164;0.2717633772435659;0.27206154038069746;0.27192750446349595;0.27192751663803366;0.27192750446349595;0.27192751663803094;0.2686819465224771;0.2719348193009087;0.2755480979180759;0.2719275050779414;0.2719275049609595;0.27192750507792424;0.2719275050779253;0.27047469865378354;0.27193193941845534;14.74921966900365;0.27192657199731507;0.23437126477617654;0.2719275050779244;0.2719275050779243;0.271562827416929;0.2719295385132765;273228828526.125;0.27193638323066927;0.27718172905145666;0.2719250227750384;-3729.1654078936745;0.2719275050779242;0.2719275050779242;-36028797018963970
0.24;0.27378940522423467;0.2731390534809001;0.2728951281632316;0.2731390534809001;0.2728951281632316;0.22382592807699905;0.2736459259327175;0.2745503203648413;0.2737794112305619;0.2737967508248001;0.2737794112305621;0.2737967508248002;0.26103287363303995;0.2734979979699049;0.2740730228897173;0.2737894039958049;0.27378941348603775;0.27378940399580487;0.2737894134860357;0.268027643435331;0.2738105283747648;0.2816070308144088;0.2737894052242644;0.273789405117223;0.27378940522423456;0.2737894052242356;0.27161314769794376;0.27379900884495156;29.662859666947043;0.27378940523194795;0.26590060386396774;0.2737894052242351;0.27378940522423495;0.27378940522423467;0.27378940522423467;-0.4375;0.2738642173403126;0.2825761818232106;0.27378701416367074;-9808.057570764346;0.27378940522423467;0.2737894052242346;0
0.26;0.274924867530039;0.27439545394461873;0.2741318857541433;0.2743954539446188;0.2741318857541433;0.23434655672884766;0.27485633903843937;0.2755664763810598;0.27490972321729334;0.2749243996190373;0.27490972321729346;0.2749243996190375;0.2568811856447483;0.2745401117886403;0.2753690164301942;0.2749248657459582;0.2749248719993871;0.2749248657459581;0.2749248719993859;0.26737334034818483;0.27496337683119176;0.2869982122952005;0.2749248675300699;0.27492486745211203;0.27492486753003903;0.2749248675300398;0.27275159674210403;0.27493745788911184;37.337127179718664;0.27492626875204446;0.30323499391968545;0.2749248675300392;0.2749248675300391;0.2745631416316786;0.274922851235262;-1019703870151.75;0.2753960405439236;0.2590273133745749;0.27493659776667234;-22967.372729403076;0.274924867530039;0.274924867530039;2305843009213694000
